lu,week,mob,dLeq,city_dLeq,rel_noise,rel_noise_s
commercial,2021-03-15,1.0179929452601,-0.087247552980811,0.12843240288568408,-0.21567995586649508,-0.1294582544247282
commercial,2021-03-22,1.0159726395593427,-0.11520056459875737,0.23294843965980655,-0.34814900425856393,-0.22385840464305773
commercial,2021-03-29,1.056527052627503,-0.759919581090355,-0.4203137296359445,-0.33960585145441047,-0.32203591781201807
commercial,2021-04-05,1.034969427694367,-0.9578424407824448,-0.573133581113842,-0.3847088596686028,-0.3757011041521396
commercial,2021-04-12,1.010524583451314,-0.5482661604163661,-0.11792545918938503,-0.4303407012269811,-0.4102437504451422
commercial,2021-04-19,1.010401075096381,-1.2696325348570137,-0.7833129454264391,-0.4863195894305745,-0.4379381590596392
commercial,2021-04-26,1.0079181367552146,-1.0348858264081582,-0.5845023404957599,-0.4503834859123983,-0.4741452703627659
commercial,2021-05-03,0.9358749389394505,-0.9380848976371124,-0.40854759275600294,-0.5295373048811095,-0.4826365841042753
commercial,2021-05-10,1.0118103248055288,-0.08611711974698869,0.3781888364460301,-0.46430595619301873,-0.46004336543612956
commercial,2021-05-17,1.0121071902185237,-0.38449037678018705,0.011456337977804452,-0.3959467147579915,-0.46211209606204445
commercial,2021-05-24,1.0094151715628232,-0.19912863952645493,0.2595297688896031,-0.45865840841605804,-0.4197515846192517
commercial,2021-05-31,1.0519166391427344,0.05068812009211815,0.4107833792020565,-0.36009525910993834,-0.39531500491836
commercial,2021-06-07,0.9920579135672741,-0.8478836673856546,-0.4813240299962026,-0.36655963738945196,-0.3794292011743888
commercial,2021-06-14,1.0087174399327379,-0.43374353162621715,-0.10134003184411051,-0.33240349978210665,-0.34226128821657265
commercial,2021-06-21,1.0091104642655258,-0.3717028289155022,-0.061716072330708624,-0.3099867565847936,-0.35847870676226334
commercial,2021-06-28,1.0039274751559877,0.23212625833123365,0.6570911916239347,-0.424964933292701,-0.3860339825789658
commercial,2021-07-05,0.9962592999273103,-0.7146293705388108,-0.23784862988254904,-0.47678074065626175,-0.36306545287994174
commercial,2021-07-12,0.9692129539321352,0.04411686702470886,0.2846462480107192,-0.24052938098601034,-0.22510855578787659
commercial,2021-07-19,0.9562756763404309,2.7004783319388332,2.4586375001553664,0.24184083178346683,-0.006886421676856394
commercial,2021-07-26,0.9536064315819798,4.536558581182245,4.088634978030865,0.4479236031513798,0.19038766822305803
commercial,2021-08-02,0.9480825826723945,4.954059037463959,4.641743418520563,0.312315618943396,0.29219401915003645
commercial,2021-08-09,0.9826464982313494,4.479842424942608,4.3131464022207044,0.16669602272190343,0.21343748462912188
commercial,2021-08-16,0.9595485413732991,2.90779402001492,2.9809793263151114,-0.07318530630019149,0.05397758860459975
commercial,2021-08-23,0.9907565925484497,1.5612319088534081,1.751147889800117,-0.1899159809467088,-0.09051464820826996
commercial,2021-08-30,1.0191555484468808,1.8210077121724697,2.0866610404805526,-0.26565332830808286,-0.19837852921177407
commercial,2021-09-06,0.9591706861254387,-0.11956385367228045,0.14519564761983256,-0.264759501292113,-0.2569033493448981
commercial,2021-09-13,0.9686364510915266,-0.2934895290961437,0.013795057736543949,-0.3072845868326876,-0.2968265973572437
commercial,2021-09-20,0.8693774817402664,-1.0866157887158718,-0.7370068157197807,-0.34960897299609117,-0.27246298977780664
commercial,2021-09-27,0.9858636031706596,-0.22074059922293446,-0.05254170123259972,-0.16819889799033474,-0.2641723324108184
commercial,2021-10-04,0.9623525733028172,0.04918450609259871,0.28078137791675856,-0.23159687182415983,-0.2374225900813923
commercial,2021-10-11,1.0066442795840147,-0.3499861910055545,-0.1497005734905711,-0.20028561751498342,-0.22942926552289586
commercial,2021-10-18,0.9904975689935822,-0.6262013507100261,-0.30856567594792084,-0.3176356747621053,-0.25003455625996585
commercial,2021-10-25,0.9964630277683467,-0.6181747279064316,-0.36755466696781686,-0.2506200609386147,-0.26362764361507196
commercial,2021-11-01,1.0010463737294053,-0.7173396430714053,-0.431370421826821,-0.2859692212445843,-0.19619965344908014
commercial,2021-11-08,1.0011765215970039,-2.1987054598344677,-2.2681318029834516,0.06942634314898388,-0.14836759787008477
commercial,2021-11-15,1.0002071376685688,-0.43683140457497455,-0.3105239521288507,-0.12630745244612385,-0.1035864729948123
commercial,2021-11-22,1.0016175544089558,0.09040198997684204,0.16189755141436685,-0.07149556143752481,-0.07358145415269199
commercial,2021-11-29,0.9945085791961528,1.940489760946528,2.106438906822631,-0.1659491458761031,-0.1462967735626404
commercial,2021-12-06,0.9888758722919245,1.2771591527508688,1.4985940872416785,-0.22143493449080975,-0.14835745173387158
commercial,2021-12-13,0.9851632112681556,1.7409159068810922,1.8754660720121408,-0.13455016513104856,-0.15267870273247394
commercial,2021-12-20,0.9763049619457632,1.736708881451873,1.8254894468838072,-0.08878056543193424,-0.10990769216621521
commercial,2021-12-27,0.9475786857675687,0.4888711182513547,0.4837362218624229,0.005134896388931831,-0.048731607432978274
commercial,2022-01-03,0.980025283893117,0.11357576272819296,0.09030635828605496,0.023269404442138,-0.015538066909068195
commercial,2022-01-10,0.9842928843966097,0.519229476662493,0.5210054796979012,-0.0017760030354082579,0.022593574479774548
commercial,2022-01-17,0.9872701297108408,0.3805823047495361,0.31683630462609935,0.06374600012343673,0.0002801158512008538
commercial,2022-01-24,0.9606602818167145,-0.04037872855543402,0.04374020956992893,-0.08411893812536295,-0.05314435387629699
commercial,2022-01-31,0.8576245597465173,-0.7498675189508295,-0.5594390444829761,-0.19042847446785338,-0.0677379677990124
commercial,2022-02-07,0.9795110136820826,-0.3567005626370183,-0.29655010391074843,-0.060150458726269895,-0.09155916028096717
commercial,2022-02-14,0.9728826577721786,0.4774769044898885,0.5090156742942709,-0.03153876980438236,-0.09134085565766917
commercial,2022-02-21,0.9726758081149496,0.4198173121907289,0.5030630318228998,-0.08324571963217092,-0.09765991592141243
commercial,2022-02-28,0.9561001383973273,-0.3132672420185621,-0.09756252649573567,-0.21570471552282644,-0.13385358951651963
commercial,2022-03-07,0.952307227227573,-0.8291140092616176,-0.6241888561549189,-0.20492515310669868,-0.17824113794839616
commercial,2022-03-14,0.9749779782784854,-0.11221889694822429,0.09687006658366425,-0.20908896353188855,-0.2000333029575881
commercial,2022-03-21,0.9798946612365173,-0.34426614962048213,-0.1738517699515436,-0.17041437966893852,-0.19946423229283433
commercial,2022-03-28,0.9857146185213576,-0.8572484952489297,-0.6438200623851182,-0.2134284328638114,-0.1998974754234114
commercial,2022-04-04,0.9986209703695246,-0.768720994279522,-0.562062868650515,-0.20665812562900698,-0.2043674917871095
commercial,2022-04-11,0.9987947569228861,-0.6624947106605464,-0.4355256816738655,-0.22696902898668092,-0.22037744992026131
commercial,2022-04-18,1.0035032830220525,-0.8908481853081154,-0.6563939731065696,-0.23445421220154583,-0.22887863649127116
commercial,2022-04-25,0.9984011195603506,-1.014910757106639,-0.767477577958788,-0.2474331791478509,-0.2477219813437666
commercial,2022-05-02,0.9860883462167749,-1.1491599481692636,-0.8671284431302749,-0.28203150503898866,-0.23511968233778918
commercial,2022-05-09,1.0360816812795748,-0.8911675775637878,-0.7146077446010166,-0.17655983296277122,-0.22182777591706657
commercial,2022-05-16,1.067903166753935,-0.5101523437041386,-0.32886575718548333,-0.1812865865186553,-0.20496602879634984
commercial,2022-05-23,1.0350042362628213,-0.5382171113015581,-0.3582309206365741,-0.17998619066498406,-0.18487005275654445
commercial,2022-05-30,1.0255884117102394,-0.8651722580336042,-0.6635246571538371,-0.20164760087976707,-0.18148772359006293
commercial,2022-06-06,1.0322415833665062,-0.7675264318979611,-0.6044959156011159,-0.16303051629684517,-0.1729893442347544
commercial,2022-06-13,1.0413399362703928,-0.42866988804314776,-0.2813768189457266,-0.14729306909742118,-0.17337416217884208
commercial,2022-06-20,1.02540644453065,0.06750710778790787,0.24903257022924272,-0.18152546244133483,-0.1751155001288469
commercial,2022-06-27,1.012580117820218,0.8149886207438264,1.0236015734236128,-0.2086129526797864,-0.1638639612287463
commercial,2022-07-04,1.0130031635905667,-0.3848779855319063,-0.26685362483546365,-0.11802436069644262,-0.11660643511043377
commercial,2022-07-11,1.00545810918695,1.208135334838807,1.1663982994629782,0.041737035375828846,0.011266315379379471
commercial,2022-07-18,0.991962599728057,2.0712095699565816,1.7412440304386634,0.3299655395179182,0.16327749089992696
commercial,2022-07-25,0.9750585844928701,3.60629018607089,3.2068584366684862,0.39943174940240356,0.2799749344302124
commercial,2022-08-01,1.0002310716411302,4.598079070962254,4.249313657537555,0.34876541342469913,0.29895063397672084
commercial,2022-08-08,0.9572645076122593,3.5877893439372164,3.4701495103753537,0.1176398335618627,0.20561182070949743
commercial,2022-08-15,0.9662690678470711,2.1609663008159656,2.204356014366941,-0.04338971355097554,0.05985118158039303
commercial,2022-08-22,0.9945308899384716,0.4333493073473212,0.6169601144613353,-0.18361080711401406,-0.06732030224598774
commercial,2022-08-29,1.0029314771061757,0.535204823882433,0.6951253457632569,-0.15992052188082395,-0.152574377089346
commercial,2022-09-05,0.917524978359902,-0.19392908648237964,0.029447379329190775,-0.22337646581157042,-0.17597915824574936
commercial,2022-09-12,0.9837923003462554,-0.6339158442994093,-0.49690700612282035,-0.13700883817658893,-0.17480657495345758
commercial,2022-09-19,1.0203255332264538,-0.8137540878448749,-0.634833613900028,-0.1789204739448469,-0.17734158879505138
commercial,2022-09-26,1.0145836001798205,-0.8451712420347045,-0.6751106647875054,-0.17006057724719914,-0.15617592049818735
commercial,2022-10-03,0.9889021525737454,-0.21951973455828347,-0.08080594193416922,-0.13871379262411426,-0.14303467218550792
commercial,2022-10-10,0.9957635059964292,-0.99451340224823,-0.9100695573223588,-0.0844438449258712,-0.10602658761166953
commercial,2022-10-17,1.0087544199207406,-1.0273145672937107,-0.9964264316442174,-0.03088813564949333,-0.05724166512872441
commercial,2022-10-24,1.0173738392687757,-0.8722339444616565,-0.8973130571462378,0.025079112684581295,-0.017109760061723794
commercial,2022-10-31,1.0096264658406744,-0.9200916640307739,-0.9419054916746621,0.021813827643888173,0.011953564816167106
commercial,2022-11-07,1.0096484616723378,-0.4273631365916325,-0.4591725911773249,0.0318094545856924,0.03068344048563329
commercial,2022-11-14,1.006959425359906,-0.6924721456322795,-0.736503512660651,0.044031367028371404,0.04905447092325277
commercial,2022-11-21,1.012444809488416,-0.6606806627448968,-0.759243897179956,0.09856323443505921,0.05510223443323972
commercial,2022-11-28,1.0471739062980692,0.6962875401165441,0.6502826584327082,0.046004881683835985,0.08115096456733001
commercial,2022-12-05,1.0144588155846268,-0.24433603309836444,-0.380340408220418,0.13600437512205354,0.22178874777721969
commercial,2022-12-12,1.0459517999361558,-3.11231885727579,-3.71890135714372,0.6065824998679301,0.24390475416196303
commercial,2022-12-19,0.9994346405026446,0.7459360552442816,0.5589087952702491,0.18702725997403258,0.28642533681886456
commercial,2022-12-26,0.9719223677403611,0.05391698397033466,-0.16217022834110748,0.21608721231144212,0.30739605233934936
commercial,2023-01-02,0.993454723668868,-0.08188167987352167,-0.3017689170775143,0.2198872372039926,0.18205553957781423
commercial,2023-01-09,1.001645459362463,0.07173280422983244,-0.03348764459195727,0.10522044882178971,0.17231175925330022
commercial,2023-01-16,0.9429996097210789,-0.1328423803331502,-0.2808945190091268,0.1480521386759766,0.14344877597839373
commercial,2023-01-23,0.9186512282654469,0.10746920909478266,0.006833929882966524,0.10063527921181614,0.14131453736176777
commercial,2023-01-30,1.000292982531536,-0.16413614953961225,-0.375486432277101,0.21135028273748874,0.1606805565288473
commercial,2023-02-06,1.007811321734673,-0.3902628487961187,-0.5729473742862266,0.18268452549010783,0.16966543089688113
commercial,2023-02-13,1.0089771520194255,-0.48955189114455777,-0.6735435272926696,0.18399163614811187,0.19062313877137665
commercial,2023-02-20,0.9826081248308957,-0.6948093307596986,-0.879275441469497,0.18446611070979835,0.20380958946210564
commercial,2023-02-27,1.0508665008692644,-0.08459777657160304,-0.34869386207200764,0.2640960855004046,0.20479280626750038
commercial,2023-03-06,1.0717498054684393,-0.46420869076823634,-0.6508260834799232,0.18661739271168687,0.19834027811660782
commercial,2023-03-13,1.071552974440798,-0.41307550390864867,-0.5712570274531903,0.15818152354454162,0.1319642272408249
commercial,2023-03-20,1.038983931948167,-1.1480658026894088,-1.0670277098960754,-0.0810380927933334,0.05953426503415277
commercial,2023-03-27,1.0276563482064764,-1.3681605840368032,-1.3425368207105193,-0.02562376332628391,-0.00043894263303873027
commercial,2023-04-03,1.0283499820896502,-0.5602233203858115,-0.5069478824287323,-0.05327543795707912,-0.05112844788324461
commercial,2023-04-10,1.0220448044208523,-1.0119414320546496,-0.9673649345983677,-0.044576497456281894,-0.06820645485967808
commercial,2023-04-17,1.0211707577824236,-1.3703391693201432,-1.220989048621076,-0.14935012069906728,-0.10705750469695507
commercial,2023-04-24,1.0183902372188087,-1.03377645367924,-0.8527484910038481,-0.1810279626753919,-0.13828820799162705
commercial,2023-05-01,0.9640180011181073,-0.6407733901159177,-0.46257513898015074,-0.17819825113576698,-0.13800346132934954
commercial,2023-05-08,1.0312848841570117,-1.1290297887562009,-1.085592277949029,-0.04343751080717184,-0.1184358272504527
commercial,2023-05-15,1.0236203704657973,-0.9242865518470766,-0.8532069674635967,-0.07107958438347994,-0.09208768034100825
commercial,2023-05-22,1.013806328424252,-0.16215682562146358,-0.08652145058384947,-0.07563537503761411,-0.07803821214241691
commercial,2023-05-29,0.9934202380634526,-1.1744142908027162,-1.0524139124613145,-0.12200037834140165,-0.08893477433463837
commercial,2023-06-05,0.9865322860864626,-1.113862796087562,-1.0268390365115043,-0.08702375957605768,-0.0687507995998308
commercial,2023-06-12,1.0173516403225,-0.869558763735198,-0.8792150782909484,0.009656314555750334,-0.05643769951855665
commercial,2023-06-19,1.008336755194315,-0.8265203629478477,-0.8001373882353302,-0.026382974712517493,-0.04077818684585392
commercial,2023-06-26,1.0037501114793377,-0.12471348966864063,-0.06535116201804989,-0.05936232765059074,-0.0404429127316913
commercial,2023-07-03,1.0047423182981232,0.0439127066226086,0.1295953697420158,-0.0856826631194072,-0.05971660834023022
commercial,2023-07-10,0.9998400256029544,0.9917739303553071,1.0592123982337125,-0.06743846787840535,0.03786904190042452
commercial,2023-07-17,0.9958188607177288,2.2249319449684846,1.860972318718383,0.3639596262501015,0.19110677230637452
commercial,2023-07-24,0.9823320193865318,3.89099506130179,3.337406467328581,0.5535885939732093,0.3261867536355062
commercial,2023-07-31,0.9678360888224001,4.221768951301957,3.7671316891048376,0.45463726219711953,0.37287255807125597
commercial,2023-08-07,0.968403048195764,3.1614628793744313,3.0421581295098377,0.1193047498645936,0.31831849339369134
commercial,2023-08-14,0.9575807090171515,2.2490520957573596,2.1033087282175167,0.14574336753984296,0.1517435741554732
commercial,2023-08-21,0.9969193198928082,1.205948839979861,1.3186599229595242,-0.11271108297966315,0.020432752326656117
commercial,2023-08-28,1.003054661125646,0.5483101727287314,0.6189161978468802,-0.07060602511814884,-0.03837552889562429
commercial,2023-09-04,1.020944406925476,-0.4317625901057453,-0.3158342150812173,-0.11592837502452802,-0.0952104531338227
commercial,2023-09-11,1.0210013851321718,-0.25177636017987887,-0.17018003076692814,-0.08159632941295072,-0.07089271419197185
commercial,2023-09-18,1.0450665806529238,-0.21556498809457114,-0.20012486088231146,-0.01544012721225968,-0.09104263079692498
commercial,2023-09-25,0.8918095725053486,-1.5523312475542799,-1.4011255560163185,-0.15120569153796137,-0.07683413014443977
commercial,2023-10-02,0.9586038977578188,-1.4570703203581843,-1.3979759479435971,-0.05909437241458715,-0.06353999689849234
commercial,2023-10-09,0.9994952145914833,-1.2188807103000638,-1.1904609138709028,-0.028419796429161037,-0.06814574675123225
commercial,2023-10-16,1.0211846806155689,-1.000659290233467,-0.9667961636102477,-0.03386312662321933,-0.04642434173053955
commercial,2023-10-23,1.0141175058061884,-1.2461414113682199,-1.1818213399130293,-0.06432007145519059,-0.053999890007137924
commercial,2023-10-30,1.0190075967871297,-1.0500730877724516,-0.9606765222514709,-0.08939656552098063,-0.10167677662229935
commercial,2023-11-06,1.0204695205008845,-0.7296628433561397,-0.510535500466333,-0.21912734288980673,-0.13204260822731637
commercial,2023-11-13,1.0171933897866852,-0.6305520645095131,-0.47522561146622566,-0.1553264530432874,-0.13368678111879115
commercial,2023-11-20,1.0292145968911528,-0.8327978325557427,-0.761901069534653,-0.07089676302108971,-0.15893827280989395
commercial,2023-11-27,1.0291021554161524,-0.6080069517361151,-0.41760441945072324,-0.19040253228539183,-0.1380294783905387
commercial,2023-12-04,1.042848682513988,-0.9738146601936436,-0.8383224949812579,-0.13549216521238572,-0.1379563733245071
commercial,2023-12-11,1.0366948880129767,0.4194924844290546,0.5745265172082157,-0.15503403277916106,-0.15535192164946018
commercial,2023-12-18,1.023097659180394,0.059710645737547814,0.2001896020584498,-0.140478956320902,-0.17188174599446365
commercial,2023-12-25,0.9652958215002407,1.0795418328958217,1.3360636625612274,-0.2565218296654057,-0.1840116062551563
mixed,2020-03-30,1.0662360346603155,1.2194485600838139,1.0556899922486067,0.16375856783520715,0.2643777743277216
mixed,2020-04-20,1.082584105025352,1.5415476107241093,1.1765506299038733,0.364996980820236,0.29778738080571854
mixed,2020-04-27,1.0461497455927098,2.0025849820392114,1.637978388277499,0.36460659376171245,0.26599165261199764
mixed,2020-05-04,1.0683006888947606,2.3527471947963408,2.182142726765506,0.17060446803083495,0.2794309074810662
mixed,2020-05-11,1.0639907624190215,2.4988506435712567,2.2813350562597754,0.21751558731148135,0.22978762162998578
mixed,2020-05-18,1.059771476619969,2.8323099867671924,2.665886149351278,0.16642383741591438,0.17729111680414555
mixed,2020-05-25,1.058002832914489,2.2689723220623605,2.114351747604009,0.15462057445835153,0.1650236724210108
mixed,2020-06-01,1.0555153296868904,2.103425239370152,1.981890548871856,0.1215346904982959,0.10800811155767343
mixed,2020-06-08,1.0450603062591841,2.4943139173701274,2.5048605735119955,-0.010546656141868116,0.06685462384791524
mixed,2020-06-15,1.0602185375442001,1.5805107969122798,1.5787009103353982,0.0018098865768816363,0.032300556557433524
mixed,2020-06-22,1.0477787143250599,2.1004335864084096,2.084029281111985,0.01640430529642467,0.019725731641202893
mixed,2020-06-29,1.0452712891543308,1.8356441409391915,1.764408750105818,0.07123539083337338,0.05983666135784488
mixed,2020-07-06,1.045356617173921,1.901458133844205,1.751561071119505,0.14989706272469983,0.10584372462293945
mixed,2020-07-13,1.0495529596396362,2.569260418321643,2.383422278684383,0.18583813963725992,0.13729080727212262
mixed,2020-07-20,1.04948140362593,3.2720251130344384,3.129832477141281,0.14219263589315734,0.1310399966103265
mixed,2020-07-27,1.0363937030717696,3.9074272429506305,3.8611950947644416,0.046232148186188926,0.07606592652699784
mixed,2020-08-03,1.0379793314148928,5.288666145846,5.358665363454615,-0.06999921760861483,-0.009181689787647884
mixed,2020-08-10,1.0232043704292892,5.363819157106737,5.51897148272806,-0.15515232562132297,-0.05714198693863193
mixed,2020-08-17,1.0444955827588769,4.367430890337882,4.417079443048661,-0.04964855271077884,-0.050993939559725754
mixed,2020-08-24,1.0566565424533445,3.8682405933818984,3.797416255680085,0.07082433770181362,-0.0019722037649129165
mixed,2020-08-31,1.0566543980980403,2.6530108965031127,2.526923170932476,0.12608772557063652,0.047259122012947685
mixed,2020-09-07,1.054679170617914,2.3787963082795116,2.337023330789392,0.041772977490119434,0.0723409712836719
mixed,2020-09-14,1.049350110288647,1.5974325444534592,1.5467537000813412,0.050678844372118004,0.07726030005721629
mixed,2020-09-21,1.048417054351553,1.5478590615489913,1.4573574087530001,0.0905016527959912,0.034271962625904526
mixed,2020-09-28,1.0286732044668638,0.40028107944592,0.44614670360053055,-0.04586562415461054,0.03975142630311558
mixed,2020-10-05,1.044171441348462,1.032388045725296,0.9686972135263324,0.06369083219896365,0.04099574597523266
mixed,2020-10-12,1.0428788219662593,1.0790420904311395,1.0233859673705532,0.055656123060586316,0.033440743240497964
mixed,2020-10-19,1.0353582401483097,1.1784541282488465,1.1181724863917941,0.060281641857052426,0.06339667036899735
mixed,2020-10-26,1.030544473923052,1.4502360534173993,1.3762779690580123,0.073958084359387,0.07227149778926661
mixed,2020-11-02,1.0294430572661184,2.394918230756446,2.2957280888764053,0.09919014188004072,0.07425638028486348
mixed,2020-11-09,1.0317744765382566,1.6521554914708156,1.5885598384278419,0.06359565304297377,0.07774060598833699
mixed,2020-11-16,1.0544636120864714,1.785546044083277,1.7113274994123306,0.07421854467094646,0.07377866788813625
mixed,2020-11-23,1.046019058416079,1.820402959299485,1.762292627340901,0.05811033195858406,0.06852729305493
mixed,2020-11-30,1.0467505364285157,1.9022659732606788,1.8240813307134631,0.07818464254721569,0.06145387446582257
mixed,2020-12-07,1.0417106811455872,1.4166299686206412,1.3813279899340971,0.035301978686544055,0.10661398102475006
mixed,2020-12-14,1.0460803715762064,2.5829181948631637,2.328059223956507,0.25485897090665643,0.12960051563742497
mixed,2020-12-21,1.0588024091690185,1.3827584237943775,1.2327019533850938,0.15005647040928372,0.15476882498257222
mixed,2020-12-28,1.0647935528492654,1.7703654289129933,1.5915075489851886,0.17885787992780466,0.13821163234682204
mixed,2021-01-04,1.0647046900098553,1.8292316850843524,1.860158476940809,-0.030926791856456637,0.037527067057665175
mixed,2021-01-11,1.0561595815934293,1.2803091126638986,1.4281884029138696,-0.14787929024997104,-0.03785559013147011
mixed,2021-01-18,1.040372749046958,1.7253020392560725,1.87677619760333,-0.15147415834725741,-0.12470562562345072
mixed,2021-01-25,1.0531042858811555,1.0317680856833975,1.2003103477235153,-0.1685422620401178,-0.1613987551027621
mixed,2021-02-01,1.0554841445003833,0.7113289526769052,0.8890282624506074,-0.17769930977370219,-0.16579452322180613
mixed,2021-02-08,1.037032992123876,-0.3098433605409074,-0.14438099781476027,-0.16546236272614712,-0.14463039670068586
mixed,2021-02-15,1.0396722210785767,1.1328396206275921,1.1996572728903685,-0.06681765226277636,-0.12350002524366346
mixed,2021-02-22,1.0289624007994487,0.36196515383331573,0.4459859300453439,-0.08402077621202819,-0.0928980897243758
mixed,2021-03-01,1.0525074678518065,0.21758729017198733,0.2728788578685389,-0.05529156769655155,-0.04786780991341072
mixed,2021-03-08,1.044823591779128,0.1380674612331001,0.12340870471538687,0.014658756517713228,-0.04395223956172421
