serial,lat,lon,adm_cd,lu
V02Q1940569,37.569421371,126.916755384,11410690,commercial
V02Q1940520,37.578225524,126.923232245,11410700,mixed
V02Q1940385,37.577809729,126.905285588,11410710,residential
V02Q1940463,37.579936878,126.907522426,11410720,residential
V02Q1940470,37.578229928,126.935072281,11410615,mixed
V02Q1940516,37.565060519,126.954334209,11410565,commercial
V02Q1940412,37.600292702,126.945826994,11410660,residential
V02Q1940363,37.581395321,126.934347311,11410685,mixed
V02Q1940494,37.587446952,126.944520584,11410620,residential
V02Q1940509,37.586733569,126.947309111,11410655,residential
V02Q1940514,37.592008674,126.951746595,11410640,residential
V02Q1940487,37.55887948,126.959004501,11410555,commercial
V02Q1940422,37.567576951,126.946465791,11410585,commercial
V02Q1940551,37.56877486,126.960863381,11410520,mixed
V02Q1940585,37.558823129,126.946573015,11410585,commercial
V02Q1940543,37.590102072,126.94466226,11410640,residential
V02Q1940592,37.570558497,126.959673009,11410520,mixed
V02Q1940488,37.582159204,126.939463278,11410615,mixed
V02Q1940138,37.557637123,126.939253586,11410585,commercial
V02Q1940852,37.593740345,126.949763762,11410640,residential
V02Q1940613,37.555978909,126.90660427,11440690,residential
V02Q1940635,37.561275988,126.903330852,11440700,mixed
V02Q1940612,37.578076172,126.895192779,11440740,commercial
V02Q1940593,37.546899344,126.930239061,11440655,mixed
V02Q1940605,37.554430004,126.915440065,11440660,commercial
V02Q1940467,37.563488521,126.90910205,11440720,mixed
V02Q1940426,37.56803912,126.907319515,11440730,mixed
V02Q1940519,37.547172179,126.934407432,11440630,mixed
V02Q1940629,37.556894718,126.96161557,11440565,mixed
V02Q1940696,37.564714906,126.922272544,11440710,mixed
V02Q1940650,37.546687742,126.94542521,11440610,mixed
V02Q1940456,37.54325205,126.942792056,11440590,commercial
V02Q1940638,37.550293203,126.910390805,11440680,commercial
V02Q1940647,37.549470249,126.958483037,11440565,mixed
V02Q1940661,37.552353282,126.946551344,11440610,mixed
V02Q1940700,37.540261822,126.956210073,11170590,residential
V02Q1940640,37.563905103,126.919490435,11440710,mixed
V02Q1940531,37.554919424,126.936237145,11440660,commercial
V02Q1940521,37.5487827,126.925552961,11440655,mixed
V02Q1940622,37.570480416,126.89657345,11440730,mixed
V02Q1940697,37.587569235,126.882942751,11440740,commercial
V02Q1940586,37.552877884,126.900871236,11440690,residential
V02Q1940449,37.555788909,126.90598427,11440690,residential
V02Q1940711,37.553798996,126.912365117,11440660,commercial
V02Q1940945,37.555233706,126.906900824,11440690,residential
V02Q1940581,37.561425064,126.901619949,11440700,mixed
V02Q1940285,37.554722482,126.910362872,11440690,residential
V02Q1940471,37.561086675,126.898801228,11440700,mixed
V02Q1940451,37.563493539,126.906147898,11440720,mixed
V02Q1940439,37.559890951,126.91747506,11440720,mixed
V02Q1940528,37.555307628,126.947000935,11440610,mixed
V02Q1940728,37.54493287,126.947100001,11440610,mixed
V02Q1940466,37.563406634,126.927032614,11440710,mixed
V02Q1940542,37.535392634,126.944436825,11440585,commercial
V02Q1940490,37.545544,126.9411261,11440590,commercial
V02Q1940534,37.55572217,126.940289725,11440600,commercial
V02Q1940620,37.565144468,126.903473437,11440730,mixed
V02Q1940643,37.544351645,126.912963429,11440680,commercial
V02Q1940634,37.554067434,126.956525838,11440555,commercial
V02Q1940606,37.55445921,126.937672378,11440600,commercial
V02Q1940461,37.543548656,126.930067638,11440630,mixed
V02Q1940610,37.556140088,126.896584381,11440700,mixed
V02Q1940631,37.556470741,126.948526455,11440610,mixed
V02Q1940723,37.552318967,126.923557194,11440660,commercial
V02Q1940288,37.543956765,126.934121335,11440630,mixed
V02Q1940626,37.55065466,126.921192311,11440660,commercial
V02Q1940653,37.553106066,126.934625963,11440600,commercial
V02Q1940442,37.557538046,126.902961558,11440700,mixed
V02Q1940688,37.565520442,126.91486085,11440720,mixed
V02Q1940722,37.554828667,126.925966058,11440660,commercial
V02Q1940624,37.554581636,126.903854076,11440690,residential
V02Q1940611,37.545528073,126.91475679,11440680,commercial
V02Q1940684,37.540228081,126.943863779,11440590,commercial
V02Q1940583,37.545165505,126.923350937,11440655,mixed
V02Q1940579,37.559629323,126.897668662,11440700,mixed
V02Q1940497,37.538312104,126.94783675,11440585,commercial
V02Q1940646,37.547694256,126.91132687,11440680,commercial
V02Q1940621,37.546752361,126.91424637,11440680,commercial
V02Q1940459,37.564510612,126.911621855,11440720,mixed
V02Q1940535,37.550483287,126.93633592,11440630,mixed
V02Q1940450,37.565480765,126.917774061,11440710,mixed
V02Q1940618,37.557133494,126.954403342,11440555,commercial
V02Q1940576,37.577176662,126.896669047,11440740,commercial
V02Q1940619,37.54760548,126.956425443,11440565,mixed
V02Q1940609,37.556275389,126.912258552,11440660,commercial
V02Q1940854,37.555590595,126.905532976,11440690,residential
V02Q1940833,37.57136077,126.870825226,11440740,commercial
V02Q1940813,37.554557778,126.895976014,11440690,residential
V02Q1940865,37.546301416,126.875003025,11470520,residential
V02Q1940867,37.545028041,126.864670671,11470530,mixed
V02Q1940095,37.532946258,126.868400948,11470540,residential
V02Q1940869,37.525350406,126.837774004,11470590,residential
V02Q1940814,37.51938461,126.8546481,11470620,mixed
V02Q1940863,37.518876054,126.87108939,11470630,residential
V02Q1940804,37.51389369,126.852967,11470640,residential
V02Q1940312,37.52282125,126.858435267,11470650,mixed
V02Q1940364,37.516646199,126.86287453,11470670,residential
V02Q1940240,37.532060638,126.831721727,11470560,residential
V02Q1940413,37.5246543,126.844445699,11470570,residential
V02Q1940453,37.532660788,126.871376408,11470550,mixed
V02Q1940472,37.514505075,126.841425739,11470610,commercial
V02Q1940750,37.521961144,126.835908342,11470611,mixed
V02Q1940864,37.525767618,126.875374358,11470510,commercial
V02Q1940861,37.509089509,126.866846473,11470680,mixed
V02Q1940071,37.536238786,126.824270656,11470580,mixed
V02Q1940395,37.538910703,126.829309039,11470600,mixed
V02Q1940424,37.510198596,126.858987432,11470680,mixed
V02Q1940826,37.520384235,126.878024994,11470630,residential
V02Q1940654,37.54304643,126.8836022,11470550,mixed
V02Q1940732,37.526485055,126.836861771,11470560,residential
V02Q1940809,37.543642972,126.881352303,11470520,residential
V02Q1940492,37.528186579,126.860106756,11470650,mixed
V02Q1940946,37.534443996,126.834790407,11470560,residential
V02Q1940942,37.532462634,126.833076323,11470560,residential
V02Q1940951,37.531246089,126.836128493,11470560,residential
V02Q1940943,37.548507166,126.864648122,11470530,mixed
V02Q1940455,37.542785849,126.881443047,11470550,mixed
V02Q1940480,37.539717109,126.881687533,11470550,mixed
V02Q1940443,37.520684165,126.873804303,11470630,residential
V02Q1940762,37.540225113,126.864461104,11470530,mixed
V02Q1940766,37.545652837,126.863101671,11470530,mixed
V02Q1940792,37.538432726,126.864529956,11470540,residential
V02Q1940614,37.537542078,126.871767426,11470540,residential
V02Q1940259,37.5339478,126.863802786,11470540,residential
V02Q1940741,37.53575061,126.878573682,11470550,mixed
V02Q1940759,37.536585964,126.88292739,11470550,mixed
V02Q1940776,37.539684296,126.875026391,11470520,residential
V02Q1940771,37.535134263,126.883508056,11470550,mixed
V02Q1940489,37.530770624,126.864592055,11470540,residential
V02Q1940774,37.538516483,126.878243997,11470550,mixed
V02Q1940849,37.535559655,126.832836517,11470560,residential
V02Q1940749,37.525240254,126.84225655,11470570,residential
V02Q1940705,37.523071689,126.848612985,11470570,residential
V02Q1940740,37.527061611,126.848060521,11470570,residential
V02Q1940287,37.531463326,126.830075249,11470580,mixed
V02Q1940754,37.521659762,126.842681235,11470590,residential
V02Q1940760,37.517601426,126.847010703,11470570,residential
V02Q1940447,37.524273473,126.831406421,11470611,mixed
V02Q1940464,37.520329739,126.835738999,11470611,mixed
V02Q1940469,37.510626715,126.843394665,11470640,residential
V02Q1940835,37.521147149,126.861130014,11470620,mixed
V02Q1940773,37.528560458,126.859175524,11470650,mixed
V02Q1940801,37.51401198,126.874001416,11470670,residential
V02Q1940765,37.510731657,126.870535412,11470680,mixed
V02Q1940876,37.543120815,126.869112177,11470520,residential
V02Q1940769,37.527865321,126.855726795,11470650,mixed
V02Q1940707,37.515495269,126.860879933,11470680,mixed
V02Q1940794,37.545732009,126.867770586,11470520,residential
V02Q1940715,37.512593393,126.837651948,11470640,residential
V02Q1940778,37.52257574,126.875528119,11470510,commercial
V02Q1940729,37.51298228,126.832055525,11470640,residential
V02Q1940659,37.537748852,126.827879104,11470600,mixed
V02Q1940803,37.523055681,126.872283646,11470510,commercial
V02Q1940795,37.5241089,126.8372888,11470590,residential
V02Q1940874,37.519326516,126.850006232,11470640,residential
V02Q1940805,37.51318732,126.834894842,11470640,residential
V02Q1940481,37.524079811,126.854647095,11470650,mixed
V02Q1940806,37.548031985,126.866797402,11470530,mixed
V02Q1940855,37.524553208,126.855789231,11470650,mixed
V02Q1940114,37.569271789,126.842742481,11500603,commercial
V02Q1940066,37.56719431,126.847416511,11500603,commercial
V02Q1940130,37.561348775,126.859744345,11500605,residential
V02Q1940163,37.559388276,126.809855638,11500620,commercial
V02Q1940104,37.55513562,126.858556,11500520,mixed
V02Q1940180,37.538037714,126.862833631,11500530,residential
V02Q1940166,37.55826223,126.84933801,11500535,commercial
V02Q1940124,37.553372259,126.832585772,11500611,commercial
V02Q1940105,37.57292575,126.8151704,11500630,mixed
V02Q1940125,37.562855221,126.808594478,11500640,commercial
V02Q1940126,37.578372144,126.815888769,11500641,mixed
V02Q1940069,37.549804868,126.870225166,11500510,residential
V02Q1940062,37.548823986,126.843475769,11500615,commercial
V02Q1940179,37.543867028,126.847619884,11500590,residential
V02Q1940162,37.53060931,126.840565244,11500540,residential
V02Q1940182,37.53010005,126.8551006,11500550,residential
V02Q1940167,37.544839726,126.835843451,11500560,mixed
V02Q1940173,37.53401973,126.861076828,11500570,residential
V02Q1940187,37.552957569,126.851399963,11500591,residential
V02Q1940193,37.5311064,126.84994285,11500593,residential
V02Q1940113,37.554548973,126.87412544,11500510,residential
V02Q1940078,37.542549213,126.840312682,11500615,commercial
V02Q1940189,37.54172046,126.851481698,11500590,residential
V02Q1940346,37.534383493,126.83799652,11500540,residential
V02Q1940853,37.535219493,126.839843581,11500540,residential
V02Q1940093,37.577840846,126.818892025,11500641,mixed
V02Q1940103,37.57908271,126.818492233,11500641,mixed
V02Q1940181,37.527577084,126.843082012,11500540,residential
V02Q1940072,37.551856444,126.845870744,11500591,residential
V02Q1940782,37.54467828,126.835104168,11500560,mixed
V02Q1940824,37.584812556,126.821586805,11500641,mixed
V02Q1940046,37.494402621,126.831472122,11530790,mixed
V02Q1940111,37.509299493,126.87838005,11530510,commercial
V02Q1940165,37.49718612,126.84507612,11530770,mixed
V02Q1940056,37.48744233,126.8384094,11530780,residential
V02Q1940047,37.48276478,126.8905808873,11530595,mixed
V02Q1940050,37.499541706,126.850773326,11530740,mixed
V02Q1940054,37.490491176,126.855377723,11530750,residential
V02Q1940051,37.484557315,126.853709582,11530760,residential
V02Q1940086,37.497824034,126.863310732,11530720,mixed
V02Q1940065,37.505683034,126.858610249,11530730,residential
V02Q1940045,37.489567945,126.876509453,11530520,residential
V02Q1940043,37.490028638,126.883553746,11530530,commercial
V02Q1940052,37.487180792,126.889626281,11530540,commercial
V02Q1940044,37.491831149,126.889145382,11530530,commercial
V02Q1940055,37.501113794,126.8923467,11530560,commercial
V02Q1940083,37.49139096,126.8607397,11530750,residential
V02Q1940073,37.493826068,126.884076842,11530530,commercial
V02Q1940070,37.486832676,126.823712057,11530800,mixed
V02Q1940136,37.489437486,126.884869411,11530550,mixed
V02Q1940862,37.48967854,126.8872657,11530550,mixed
V02Q1940858,37.488216158,126.885138117,11530550,mixed
V02Q1940140,37.50247471,126.851040478,11530730,residential
V02Q1940515,37.501748618,126.850769667,11530730,residential
V02Q1940057,37.505264288,126.845127433,11530740,mixed
V02Q1940061,37.505249963,126.874621662,11530530,commercial
V02Q1940090,37.491671862,126.823131106,11530790,mixed
V02Q1940751,37.4987587,126.8900025,11530560,commercial
V02Q1940428,37.475806357,126.892887759,11545510,commercial
V02Q1940474,37.468744779,126.893672198,11545610,mixed
V02Q1940483,37.463094923,126.903967773,11545620,residential
V02Q1940369,37.47432254,126.902419701,11545630,residential
V02Q1940484,37.468166771,126.902231236,11545640,residential
V02Q1940702,37.453351538,126.904030967,11545670,mixed
V02Q1940699,37.449993312,126.912904394,11545680,residential
V02Q1940730,37.43993479,126.907150587,11545690,commercial
V02Q1940777,37.458870577,126.905912208,11545700,residential
V02Q1940641,37.446719338,126.910233665,11545710,residential
V02Q1940407,37.45844386,126.895089073,11545610,mixed
V02Q1940486,37.466702737,126.890697047,11545610,mixed
V02Q1940479,37.467647317,126.907496394,11545640,residential
V02Q1940374,37.46425817,126.897235488,11545610,mixed
V02Q1940693,37.456068384,126.900327769,11545670,mixed
V02Q1940690,37.445374669,126.904164226,11545690,commercial
V02Q1940247,37.467445913,126.90810228,11545640,residential
V02Q1940656,37.473510682,126.892234675,11545510,commercial
V02Q1940220,37.449668031,126.914632737,11545680,residential
V02Q1940948,37.47017655,126.907313,11545640,residential
V02Q1940495,37.461405378,126.890048836,11545610,mixed
V02Q1940405,37.468578018,126.892576074,11545610,mixed
V02Q1940880,37.452374751,126.908303963,11545710,residential
V02Q1940171,37.524130023,126.898604915,11560550,commercial
V02Q1940127,37.536221119,126.901211667,11560560,commercial
V02Q1940169,37.496512896,126.906656025,11560700,commercial
V02Q1940077,37.490952078,126.896560561,11560710,mixed
V02Q1940121,37.496949735,126.897717122,11560720,mixed
V02Q1940185,37.509659941,126.8961424,11560585,residential
V02Q1940168,37.51499903,126.896987864,11560605,commercial
V02Q1940196,37.509862383,126.920564145,11560630,mixed
V02Q1940197,37.507058735,126.907111695,11560650,residential
V02Q1940186,37.51027512,126.91318412,11560660,residential
V02Q1940188,37.502128725,126.905167906,11560670,mixed
V02Q1940198,37.500012753,126.910907498,11560680,residential
V02Q1940176,37.506125006,126.921438321,11560690,residential
V02Q1940174,37.52364935,126.8845205,11560610,mixed
V02Q1940133,37.536855914,126.894849555,11560620,commercial
V02Q1940110,37.518250648,126.932949336,11560540,commercial
V02Q1940199,37.520309388,126.910441409,11560535,commercial
V02Q1940184,37.514197813,126.909456953,11560515,mixed
V02Q1940074,37.520313815,126.896995184,11560550,commercial
V02Q1940221,37.518912125,126.907705399,11560535,commercial
V02Q1940223,37.518256066,126.893648016,11560605,commercial
V02Q1940244,37.532727462,126.893370168,11560620,commercial
V02Q1940217,37.51348713,126.925817082,11560690,residential
V02Q1940256,37.543688115,126.887757658,11560620,commercial
V02Q1940219,37.511641571,126.895759526,11560605,commercial
V02Q1940251,37.52269509,126.88295527,11560610,mixed
V02Q1940170,37.521738405,126.896683314,11560550,commercial
V02Q1940222,37.51828647,126.910564828,11560535,commercial
V02Q1940850,37.524978134,126.897443763,11560550,commercial
V02Q1940878,37.524414166,126.93701344,11560540,commercial
V02Q1940836,37.526004651,126.913353225,11560540,commercial
V02Q1940829,37.537271352,126.904317333,11560560,commercial
V02Q1940278,37.5124009,126.942560759,11590510,commercial
V02Q1940318,37.51019812,126.93802012,11590520,commercial
V02Q1940295,37.508712749,126.925167532,11590660,mixed
V02Q1940194,37.482781864,126.979541094,11590620,mixed
V02Q1940297,37.492916206,126.975760341,11590630,commercial
V02Q1940289,37.487459561,126.968238366,11590640,residential
V02Q1940382,37.48205626,126.969678958,11590650,residential
V02Q1940397,37.487703409,126.964650522,11590651,residential
V02Q1940304,37.504032526,126.951825456,11590530,residential
V02Q1940316,37.504793679,126.940783305,11590540,mixed
V02Q1940420,37.49921389,126.931239588,11590550,residential
V02Q1940319,37.501192635,126.936950737,11590560,residential
V02Q1940432,37.48651151,126.9099008,11590670,residential
V02Q1940389,37.49773548,126.923829622,11590680,commercial
V02Q1940356,37.50542012,126.96659512,11590605,commercial
V02Q1940357,37.503765953,126.960958358,11590605,commercial
V02Q1940375,37.491682757,126.9248262,11590680,commercial
V02Q1940384,37.485912852,126.975186993,11590640,residential
V02Q1940756,37.500073592,126.932438141,11590560,residential
V02Q1940947,37.499005801,126.952002252,11590530,residential
V02Q1940747,37.499725999,126.951370216,11590530,residential
V02Q1940952,37.488708568,126.978633256,11590630,commercial
V02Q1940301,37.48914821,126.98056037,11590630,commercial
V02Q1940296,37.511969865,126.92630218,11590660,mixed
V02Q1940190,37.496500966,126.98241676,11590630,commercial
V02Q1940292,37.490848085,126.981984109,11590630,commercial
V02Q1940834,37.480982188,126.97164899,11590650,residential
V02Q1940425,37.486421,126.933053281,11620695,mixed
V02Q1940561,37.485193189,126.918737044,11620685,residential
V02Q1940440,37.481691684,126.927560971,11620655,residential
V02Q1940538,37.48626768,126.93608599,11620605,residential
V02Q1940674,37.474808425,126.965260142,11620625,residential
V02Q1940533,37.483057586,126.907948763,11620725,commercial
V02Q1940262,37.483438028,126.949460805,11620615,mixed
V02Q1940452,37.478892525,126.94446274,11620595,residential
V02Q1940272,37.478839542,126.961244584,11620575,residential
V02Q1940458,37.47633208,126.95621212,11620585,mixed
V02Q1940532,37.47074788,126.921795051,11620775,residential
V02Q1940683,37.462118231,126.919158834,11620715,residential
V02Q1940663,37.474737271,126.977785908,11620630,mixed
V02Q1940552,37.47639433,126.915669565,11620765,residential
V02Q1940444,37.488610304,126.932640904,11620525,mixed
V02Q1940557,37.469277115,126.93163632,11620745,residential
V02Q1940512,37.47522168,126.934971149,11620665,residential
V02Q1940445,37.480392072,126.932355178,11620645,residential
V02Q1940657,37.489760672,126.947832361,11620565,residential
V02Q1940625,37.490698824,126.958704722,11620545,residential
V02Q1940465,37.468509568,126.940017171,11620735,commercial
V02Q1940468,37.48432967,126.959467614,11620575,residential
V02Q1940446,37.480432106,126.953237798,11620585,mixed
V02Q1940260,37.464862583,126.939899246,11620735,commercial
V02Q1940517,37.482486215,126.9264999,11620655,residential
V02Q1940658,37.483557257,126.9256895,11620655,residential
V02Q1940457,37.473224847,126.931882005,11620745,residential
V02Q1940462,37.489379779,126.922369606,11620695,mixed
V02Q1940548,37.491245834,126.930777034,11620525,mixed
V02Q1940493,37.487065431,126.942038141,11620605,residential
V02Q1940694,37.480250807,126.942708134,11620595,residential
V02Q1940558,37.479704346,126.947473749,11620595,residential
V02Q1940547,37.56868612,127.08018012,11215760,mixed
V02Q1940672,37.487964664,126.925785645,11620695,mixed
V02Q1940549,37.475637555,126.922158721,11620775,residential
V02Q1940704,37.463283403,126.918084657,11620715,residential
V02Q1940689,37.483373261,126.937798795,11620645,residential
V02Q1940671,37.463770351,126.925650486,11620745,residential
V02Q1940725,37.479811352,126.902315272,11620725,commercial
V02Q1940678,37.482581213,126.94204604,11620595,residential
V02Q1940681,37.475596249,126.973598246,11620630,mixed
V02Q1940669,37.476427401,126.980135141,11620630,mixed
V02Q1940537,37.475646812,126.952484018,11620595,residential
V02Q1940633,37.47051139,126.9409898,11620665,residential
V02Q1940589,37.476475075,126.936467643,11620665,residential
V02Q1940680,37.48924572,126.928825955,11620525,mixed
V02Q1940667,37.492658351,126.926963888,11620525,mixed
V02Q1940703,37.48063434,126.914581853,11620765,residential
V02Q1940701,37.473738394,126.917650902,11620775,residential
V02Q1940676,37.458885296,126.922519447,11620715,residential
V02Q1940682,37.460687259,126.9244554,11620745,residential
V02Q1940269,37.471740618,126.933155701,11620745,residential
V02Q1940645,37.48306212,126.96013412,11620575,residential
V02Q1940550,37.486348063,126.951494059,11620565,residential
V02Q1940673,37.487996202,126.918237414,11620685,residential
V02Q1940677,37.484587461,126.907034844,11620725,commercial
V02Q1940510,37.492671311,126.945268507,11620565,residential
V02Q1940555,37.485477639,126.947493445,11620615,mixed
V02Q1940660,37.487129427,126.923453033,11620695,mixed
V02Q1940666,37.470491522,126.967944286,11620625,residential
V02Q1940685,37.478376019,126.9163000896,11620765,residential
V02Q1940652,37.483638428,126.902520271,11620725,commercial
V02Q1940591,37.49058827,126.95495684,11620565,residential
V02Q1940560,37.478910442,126.949272464,11620595,residential
V02Q1940675,37.478286789,126.939572865,11620595,residential
V02Q1940692,37.490492222,126.941450088,11620605,residential
V02Q1940662,37.475726437,126.942535256,11620595,residential
V02Q1940691,37.46743312,126.93094312,11620745,residential
V02Q1940884,37.48071612,126.95702012,11620575,residential
V02Q1940067,37.454335096,127.061884287,11650660,commercial
V02Q1940268,37.505408492,127.013500614,11650560,commercial
V02Q1940274,37.506611067,126.992439588,11650570,commercial
V02Q1940282,37.512490801,127.005876248,11650580,commercial
V02Q1940141,37.497606293,127.001384085,11650581,commercial
V02Q1940148,37.50162941,126.9876339,11650550,commercial
V02Q1940368,37.483260708,127.034979369,11650651,commercial
V02Q1940380,37.471604627,127.040943637,11650652,commercial
V02Q1940518,37.515083767,127.013856492,11650540,commercial
V02Q1940144,37.482556335,126.994604356,11650600,commercial
V02Q1940310,37.479848586,126.985401846,11650610,commercial
V02Q1940249,37.47997312,126.99936312,11650620,residential
V02Q1940068,37.491337095,126.992330861,11650621,commercial
V02Q1940308,37.49410567,126.986823712,11650590,mixed
V02Q1940400,37.489274127,127.017886775,11650510,commercial
V02Q1940402,37.491308948,127.026804579,11650520,commercial
V02Q1940399,37.491381488,127.012740308,11650530,commercial
V02Q1940427,37.499803485,127.01689127,11650531,commercial
V02Q1940158,37.50508312,126.99500312,11650570,commercial
V02Q1940423,37.47665064,126.98263907,11650610,commercial
V02Q1940398,37.46737119,127.034769445,11650652,commercial
V02Q1940348,37.460225019,127.017222459,11650651,commercial
V02Q1940396,37.488748362,127.006793393,11650530,commercial
V02Q1940433,37.49144971,127.010136364,11650530,commercial
V02Q1940201,37.483264904,127.013077171,11650530,commercial
V02Q1940955,37.50460512,126.99448512,11650570,commercial
V02Q1940816,37.512412076,126.998682806,11650580,commercial
V02Q1940059,37.489569884,127.075436275,11680670,mixed
V02Q1940293,37.47640069,127.048489256,11680690,mixed
V02Q1940060,37.483397241,127.08623385,11680720,mixed
V02Q1940079,37.494102447,127.082209375,11680730,commercial
V02Q1940129,37.497655712,127.074468747,11680740,mixed
V02Q1940123,37.494899122,127.061842654,11680600,commercial
V02Q1940246,37.49920086,127.072395308,11680610,commercial
V02Q1940094,37.46682943,127.10889293,11680700,residential
V02Q1940178,37.521053134,127.019456063,11680510,commercial
V02Q1940161,37.526342753,127.037461441,11680545,commercial
V02Q1940152,37.506539586,127.045727927,11680640,commercial
V02Q1940175,37.527768143,127.046829226,11680565,commercial
V02Q1940149,37.485060546,127.044128025,11680656,commercial
V02Q1940145,37.5139954,127.02163395,11680521,commercial
V02Q1940313,37.485535862,127.087427345,11680720,mixed
V02Q1940309,37.49373877,127.042354226,11680650,commercial
V02Q1940315,37.483556152,127.05693645,11680660,mixed
V02Q1940273,37.517512115,127.03708363,11680531,commercial
V02Q1940236,37.48601012,127.03813112,11680655,mixed
V02Q1940063,37.51606159,127.061880097,11680580,commercial
V02Q1940080,37.51428412,127.04336312,11680590,commercial
V02Q1940177,37.502278254,127.053964693,11680630,commercial
V02Q1940239,37.49344719,127.056901271,11680600,commercial
V02Q1940098,37.48670146,127.1000197,11680750,commercial
V02Q1940192,37.522242728,127.053421588,11680565,commercial
V02Q1940724,37.497322012,127.051315822,11680650,commercial
V02Q1940954,37.508670997,127.022791432,11680521,commercial
V02Q1940953,37.489030413,127.067883398,11680670,mixed
V02Q1940164,37.488586874,127.067987758,11680670,mixed
V02Q1940100,37.494978959,127.093144214,11680730,commercial
V02Q1940082,37.495507594,127.085748474,11680730,commercial
V02Q1940224,37.498641001,127.036337753,11680640,commercial
V02Q1940102,37.480874588,127.081068797,11680720,mixed
V02Q1940789,37.517551605,127.047995114,11680590,commercial
V02Q1940742,37.501040267,127.109739451,11710600,mixed
V02Q1940784,37.498247757,127.126296648,11710632,residential
V02Q1940679,37.495212727,127.121438826,11710620,mixed
V02Q1940734,37.518407904,127.100366298,11710710,commercial
V02Q1940793,37.49345737,127.1462001024,11710532,residential
V02Q1940513,37.494159762,127.154961408,11710540,residential
V02Q1940791,37.496381776,127.149019387,11710550,residential
V02Q1940845,37.489744064,127.124279811,11710641,mixed
V02Q1940717,37.485370225,127.132191842,11710646,mixed
V02Q1940764,37.515327061,127.134113236,11710566,commercial
V02Q1940790,37.514278277,127.112258966,11710562,commercial
V02Q1940767,37.502603852,127.092310875,11710610,residential
V02Q1940772,37.503635193,127.103503284,11710600,mixed
V02Q1940775,37.505801455,127.109663753,11710580,mixed
V02Q1940706,37.502049127,127.117110751,11710590,mixed
V02Q1940847,37.489683491,127.111908205,11710642,commercial
V02Q1940708,37.514300619,127.091447797,11710670,commercial
V02Q1940787,37.512955044,127.094661921,11710680,commercial
V02Q1940800,37.519952859,127.1123122,11710690,residential
V02Q1940757,37.496722627,127.14285725,11710531,mixed
V02Q1940788,37.509617855,127.0741524,11710720,mixed
V02Q1940781,37.506173683,127.084756221,11710650,mixed
V02Q1940736,37.504194933,127.128187719,11710570,mixed
V02Q1940825,37.537276514,127.121412414,11710510,mixed
V02Q1940768,37.47825069,127.139244579,11710647,residential
V02Q1940832,37.511768309,127.124209484,11710561,commercial
V02Q1940873,37.53247211,127.114301129,11710520,commercial
V02Q1940745,37.49409576,127.141490229,11710531,mixed
V02Q1940714,37.513385412,127.10686824,11710710,commercial
V02Q1940713,37.516185359,127.114540561,11710562,commercial
V02Q1940941,37.509088133,127.084056858,11710650,mixed
V02Q1940117,37.508537127,127.087121735,11710650,mixed
V02Q1940811,37.52727312,127.116249051,11710520,commercial
V02Q1940821,37.502832774,127.108694904,11710600,mixed
V02Q1940819,37.507344263,127.104688643,11710600,mixed
V02Q1940820,37.511104225,127.102321793,11710710,commercial
V02Q1940887,37.502749128,127.09252424,11710610,residential
V02Q1940838,37.51767925,127.08881891,11710670,commercial
V02Q1940421,37.563060099,127.178426767,11740515,mixed
V02Q1940352,37.553626154,127.168193008,11740525,mixed
V02Q1940321,37.549468318,127.146339447,11740530,mixed
V02Q1940353,37.546512413,127.152593815,11740540,commercial
V02Q1940360,37.556847303,127.151357028,11740550,residential
V02Q1940355,37.560742575,127.164289117,11740560,mixed
V02Q1940482,37.551489763,127.133098234,11740570,residential
V02Q1940408,37.557388648,127.130057635,11740580,mixed
V02Q1940437,37.55459762,127.139827887,11740570,residential
V02Q1940376,37.545304506,127.136675035,11740600,residential
V02Q1940306,37.542388508,127.125705412,11740610,mixed
V02Q1940349,37.539768171,127.129657973,11740620,mixed
V02Q1940507,37.531277474,127.123271252,11740640,mixed
V02Q1940430,37.535815801,127.124685914,11740650,mixed
V02Q1940417,37.525959229,127.13249334,11740660,mixed
V02Q1940478,37.539563459,127.145933459,11740685,mixed
V02Q1940505,37.51726548,127.143853891,11740690,mixed
V02Q1940410,37.533218949,127.141795437,11740700,mixed
V02Q1940359,37.54651703,127.147309969,11740530,mixed
V02Q1940354,37.534717201,127.129979727,11740650,mixed
V02Q1940350,37.554811287,127.150186225,11740550,residential
V02Q1940851,37.550390853,127.128292179,11740570,residential
V02Q1940770,37.549876301,127.129477775,11740570,residential
V02Q1940142,37.55211878,127.12987231,11740570,residential
V02Q1940372,37.554066866,127.127812567,11740580,mixed
V02Q1940271,37.564778377,127.178040052,11740515,mixed
V02Q1940434,37.532199061,127.148090456,11740700,mixed
V02Q1940798,37.545037857,127.136812004,11740600,residential
V02Q1940831,37.56700001,127.136812731,11740590,mixed
OC3CL200210,37.569382489,126.97848214,11110615,commercial
OC3CL200211,37.56912374,126.982128648,11110615,commercial
OC3CL200194,37.569976474,126.975516571,11110530,commercial
OC3CL200201,37.5730721,127.0231381,11110710,commercial
OC3CL200219,37.5722413,127.0135365,11110670,commercial
OC3CL200220,37.57689177,127.0024389,11110640,commercial
OC3CL200037,37.581429974,126.984646839,11110600,commercial
OC3CL200038,37.58231107,126.983519,11110600,commercial
OC3CL200013,37.583469424,126.982622417,11110540,commercial
